Mitsubishi;Lancer;1989;IZY566;Azul
Toyota;Celica;1991;EKD189;Burdeo
Honda;NSX;2285;GRP452;Amarillo
Toyota;Yaris;2016;TXE613;Amarillo
Ferrari;Purosangue;2022;HUR736;Burdeo
Mitsubishi;Eclipse;2008;YMA971;Amarillo
Mitsubishi;Carisma;1995;QBA364;Amarillo
Honda;CR-V;2000;WNW442;Rojo
Ferrari;F355;1995;YCD864;Azul
Ferrari;Purosangue;2023;PKL784;Blanco
Mitsubishi;Outlander;2014;KIK944;Negro
Mitsubishi;GTO;1994;EAG556;Negro
Mitsubishi;Colt;2003;GEX839;Negro
Toyota;Supra;2022;DSC628;Blanco
Mitsubishi;Outlander;2013;OBE775;Amarillo
Toyota;Alpharad;2019;JZT833;Verde
Toyota;Celica;1994;HCU295;Negro
Toyota;T100;1998;MWM813;Azul
Ferrari;Enzo;2003;MAV366;Morado
Mitsubishi;Colt;2002;PDC621;Verde
Toyota;4Runner;2023;NOP172;Verde
Ferrari;California;2011;WEI499;Blanco
Ferrari;F355;1995;DEE555;Amarillo
Honda;Quint;1985;VZO981;Azul
Mitsubishi;Outlander;2013;UUN614;Amarillo